title,company_name,url,remote,first_seen_at,last_seen_at,lang,juniority_score,source,external_ids_0,external_ids_1,external_ids_2,external_ids_3,external_ids_4,external_ids_5,external_ids_6,external_ids_7,external_ids_8,external_ids_9,locations_0_name,locations_1_name,locations_2_name,locations_3_name,locations_4_name,locations_5_name,locations_6_name,locations_7_name,locations_8_name,locations_9_name,locations_10_name,locations_11_name,locations_12_name,locations_13_name,locations_14_name,locations_15_name,locations_16_name,locations_17_name,locations_18_name,locations_19_name,locations_0_region,locations_1_region,locations_2_region,locations_3_region,locations_4_region,locations_5_region,locations_6_region,locations_7_region,locations_8_region,locations_9_region,locations_10_region,locations_11_region,locations_12_region,locations_13_region,locations_14_region,locations_15_region,locations_16_region,locations_17_region,locations_18_region,locations_19_region,employment_types_0,employment_types_1,employment_types_2,employment_types_3,employment_types_4,employment_types_5,employment_types_6,employment_types_7,employment_types_8,employment_types_9,description_html
Prototypový vývoj - Vývojář embedded systémů s C/C++ (AUTOMOTIVE) - Mladá Boleslav,TechBase s.r.o.,https://www.jobs.cz/rpd/2000419832/,False,2025-04-30 00:00:00,,cs,,,jobscz#2000419832,,,,,,,,,,Mladá Boleslav,Mladá Boleslav,,,,,,,,,,,,,,,,,,,Praha,Praha,,,,,,,,,,,,,,,,,,,fulltime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><h2 class=""typography-heading-small-text""><strong> O TechBase:</strong></h2><p class=""typography-body-large-text-regular mb-800"">Jsme expertní technologická firma podnikající zejména v oblasti Automotive. Pro naše zákazníky prototypujeme, vyvíjíme a nasazujeme řídící jednotky a senzory do osobních vozů. Naše služby poskytujeme od roku 2017, od roku 2023 pod novou značkou TechBase. Baví nás práce v oblasti, kde se svět SW, HW a fyzikálního popisu světa setkávají.</p><h2 class=""typography-heading-small-text"">Koho hledáme:</h2><p class=""typography-body-large-text-regular mb-800"">Do našeho týmu hledáme kolegu, který by měl spolu s ostatními kolegy na starost programování ECU pro prototypové projekty. Jsou auta tvoje vášeň? Baví tě programování embedded systémů? A co to spojit a stát se součástí týmu, který se podílí na vývoji protypových vozů, bez kterých by nové funkce neměly šanci? Byla by škoda se nepřihlásit na pozici vývojáře embedded systému s C/C++. V posledních letech jsme pracovali na spoustě zajímavých projektů, jako je například funkce pro samovyproštění vozidla, emulátor vstřikovačů motoru TSI nebo vývoj robotizované převodovky.<br><br></p><h2 class=""typography-heading-small-text"">Co budeš dělat?</h2><ul class=""typography-body-large-text-regular""><li>Programování embedded systémů – architektura ARM, AVR.Vývoj SW přímo pro zkušební vozy, prototypy a demonstrátory.</li><li>Práci na nástrojích jako KEIL uVision, Microchip Sudio, STM32Cube…</li><li>Embedded software pro komunikaci na sběrnicích CAN, LIN, SENT, Ethernet a analýzu dat.</li></ul><h2 class=""typography-heading-small-text"">Co bychom u tebe rádi viděli?</h2><ul class=""typography-body-large-text-regular""><li>Zkušenost s programováním embedded systémů.</li><li>Znalost programování v jazyce C/C++.</li><li>Kladný vztah k elektrotechnice a hlavně autům.</li></ul><h2 class=""typography-heading-small-text"">Na co se můžeš těšit?</h2><ul class=""typography-body-large-text-regular""><li>Příjemný tým kolegů.</li><li>Práci na plný úvazek.</li><li>Home office až 50 %, flexibilní pracovní doba.</li><li>Služební auto na dojíždění do Mladé Boleslavi po domluvě.</li><li>Práce na prototypových projektech koncernu Volkswagen / Škoda auto</li><li>Příležitost a možnost učit se od zkušených kolegů.</li><li>Týmová spolupráce na úrovni sdílení znalostí.</li><li>5 týdnů dovolené.</li><li>Věrnostní dovolená, SickDays, Benefit karta, Multisport karta, výuka cizího jazyka, firemní akce, motivující bonusový systém.</li></ul></div>"
Máš zkušenosti s instalací a konfigurací aplikací? Konzultant IS,INOVIO Systems s.r.o.,https://www.jobs.cz/rpd/2000556074/,False,2025-04-30 00:00:00,,cs,,,jobscz#2000556074,,,,,,,,,,Olomouc,,,,,,,,,,,,,,,,,,,,Olomouc,,,,,,,,,,,,,,,,,,,,fulltime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><p class=""typography-body-large-text-regular mb-800"">Jsme malá společnost, která si vybudovala jméno mezi středními firmami v CZ a SK. Vyvíjíme software pro firemní procesy INOVIO. Poskytujeme standardizovaná i přizpůsobená řešení na míru. V INOVIO nám jde o posun zákazníků a naší reputace.</p><h2 class=""typography-heading-small-text""><br><strong>Náš kolega se nyní posouvá do vývoje, takže hledáme administrátora IS/technického konzultanta (m/ž)</strong></h2><p class=""typography-body-large-text-regular mb-800""><br><strong>Co budeš dělat:</strong></p><ul class=""typography-body-large-text-regular""><li>Instalovat JAVA aplikace a databáze do prostředí zákazníka nebo na cloudovou farmu</li><li>Konfigurovat aplikace, databáze a prostředí podle specifikací</li><li>Komunikovat s technickými specialisty/IT oddělením na straně zákazníka</li><li>Integrovat INOVIO na systémy třetích stran pomocí hotových API</li><li>Řešit požadavky druhé úrovně podpory</li><li>Udržovat a rozvíjet infrastrukturu naší cloudové farmy (Docker, Ansible, Kubernetes, MinIO, MySQL, Nginx, Tomcat, atd)</li></ul><p class=""typography-body-large-text-regular mb-800""><br><strong>To, co nebudeš umět tě rádi naučíme</strong> 😉</p><p class=""typography-body-large-text-regular mb-800""><br><strong>Za svojí prací uvidíš:</strong></p><ul class=""typography-body-large-text-regular""><li>Nainstalovaný a nakonfigurovaný systém pro zákazníka</li><li>Vyřešený incident</li><li>Zoptimalizovanou infrastrukturu pro provoz a deployment systému</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Co fakt potřebuješ, aby ses k nám přidal/a:</strong></p><ul class=""typography-body-large-text-regular""><li>Vstřícná (proklientská) komunikace</li><li>Základní administrace Linuxu</li><li>Základní znalost skriptovaní a SQL</li><li>Základní znalost protokolů SSH, SFTP, SMB, https</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Co ti nabízíme my:</strong></p><ul class=""typography-body-large-text-regular""><li>Nabízíme silnou podporu při tvém začátku.</li><li>Práce v malém týmu profesionálů v příjemném prostředí.</li><li>Možnost stát se odborníkem v oblasti INOVIO produktů.</li><li>Podíl na projektech pro velké a známé zákazníky.</li><li>Práci odkudkoliv.</li></ul><p class=""typography-body-large-text-regular mb-800"">Chceš se k nám přidat a podílet se na našich projektech? Pak se nám pošli CV a my tě budeme kontaktovat!</p></div>"
Programátor,XT-Card a.s.,https://www.jobs.cz/rpd/2000573138/,False,2025-04-30 00:00:00,,cs,,,jobscz#2000573138,,,,,,,,,,Ostrava,Ostrava,,,,,,,,,,,,,,,,,,,Ostrava,Ostrava,,,,,,,,,,,,,,,,,,,fulltime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><p class=""typography-body-large-text-regular mb-800""><br><strong>Hledáme talentované programátory: Přidej se k nám do Ostravy!</strong></p><p class=""typography-body-large-text-regular mb-800"">Jsi čerstvý absolvent a hledáš příležitost, kde bys mohl(a) naplno využít své dovednosti a rozvíjet se v dynamickém prostředí? Nebo jsi již zkušený programátor, který touží po změně a nové výzvě? SW firma v Ostravě hledá nadšené programátory, kteří se chtějí<br> stát součástí inovativního týmu a podílet se na vývoji aplikací, které posouvají hranice možného.</p><p class=""typography-body-large-text-regular mb-800""><strong>Co budeš dělat:</strong></p><ul class=""typography-body-large-text-regular""><li>Vývoj aplikací: Pracuj na projektech využívajících čipové karty v dopravě nebo dopravní aplikace, které mají reálný dopad.</li><li>Analýza a návrh: Zjišťuj požadavky, tvoř datové modely a navrhuj uživatelské rozhraní.</li><li>Programování: Piš čistý a efektivní kód převážně v C#.</li><li>Dokumentace: Vytvářej srozumitelnou programátorskou dokumentaci, která pomůže tvým kolegům.</li></ul><p class=""typography-body-large-text-regular mb-800""><br><strong>Co od tebe očekáváme:</strong></p><ul class=""typography-body-large-text-regular""><li>IT dovednosti a analytické myšlení: Orientuješ se v oblasti informačních technologií a umíš myslet analyticky.</li><li>Znalost C# a .NET: Máš zkušenosti s .NET Core a .NET Framework.</li><li>Webové technologie: Zvládáš HTML, JavaScript a CSS.</li><li>Databáze: Pracuješ s MS SQL, vytváříš store procedury (T-SQL) a triggery.</li><li>Vzdělání: Máš minimálně středoškolské vzdělání v oblasti IT.</li><li>Osobní kvality: Jsi samostatný/á, zodpovědný/á a pečlivý/á. Bezúhonnost je samozřejmostí.</li></ul><p class=""typography-body-large-text-regular mb-800""><br><strong>Co ti nabízíme:</strong></p><ul class=""typography-body-large-text-regular""><li>Atraktivní ohodnocení: Tvá práce bude náležitě oceněna.</li><li>Kreativní a různorodé projekty: Zapojíš se do zajímavých projektů, které tě budou bavit.</li><li>Pružná pracovní doba: Pracuj tak, jak ti to vyhovuje.</li><li>Příspěvek na penzijní pojištění: Myslíme na tvoji budoucnost.</li><li>Týden dovolené navíc: Odpočinek je důležitý, proto ti dáme více volných dní.</li><li>Moderní kanceláře: Pracuj v nových kancelářích Skelet Smart innovation center v centru Ostravy.</li><li>Home office: Po zaškolení je možná částečná práce z domova, ale není podmínkou.</li><li>Příspěvek na stravu: Firma ti přispívá na stravování.</li></ul><p class=""typography-body-large-text-regular mb-800""><br><strong>Chceš začít svou kariéru ve firmě, kde tvé nápady a dovednosti skutečně ocení? Pošli nám svůj životopis a přidej se k našemu týmu v Ostravě!</strong></p></div>"
Backend Vývojář (PHP) s vášní pro obnovitelné technologie,Memodo s.r.o.,https://www.jobs.cz/rpd/2000568941/,False,2025-04-30 00:00:00,,cs,,,jobscz#2000568941,,,,,,,,,,Praha,Praha,,,,,,,,,,,,,,,,,,,Praha,Praha,,,,,,,,,,,,,,,,,,,fulltime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><p class=""typography-body-large-text-regular mb-800"">Chceš psát kód, který má reálný dopad? Věříš, že obnovitelné zdroje jsou budoucnost a rád/a u toho budeš jako vývojář? Přidej se k nám v <strong>Memodo</strong>, kde budujeme digitální nástroje pro svět fotovoltaiky – čisté, efektivní a srozumitelné.</p><p class=""typography-body-large-text-regular mb-800"">Hledáme šikovného PHP backend developera, který nám pomůže posunout naši platformu o kus dál. Jsme velkoobchod s fotovoltaiku a solárními panely s centrálou v Německu – máme vlastní know-how, stabilní zázemí a otevřenou kulturu, kde se můžeš zapojit do všeho od návrhu až po nasazení.</p><p class=""typography-body-large-text-regular mb-800""><strong>Co od Tebe očekáváme?</strong></p><ul class=""typography-body-large-text-regular""><li><strong>Zkušenosti s PHP a MySQL</strong> – Máš praxi s backendovým vývojem v PHP (verze 7+) a prací s databázemi MySQL.</li><li><strong>Znalost moderních technologií</strong> – Umíš pracovat s REST API, objektově orientovaným programováním a verzováním kódu (GIT).</li><li><strong>Schopnost samostatné práce</strong> – Umíš si organizovat práci, hledat efektivní řešení a plnit termíny.</li><li><strong>Znalost testování a kontejnerizace</strong> – Zkušenost s PHPUnit a Dockerem je výhodou.</li><li><strong>Angličtina na technické úrovni</strong> – Dokážeš číst dokumentaci a komunikovat v angličtině.</li><li><strong>Týmová spolupráce a chuť inovovat</strong> – Rád sdílíš nápady a hledáš nové způsoby, jak zlepšit systém.</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Co budeš každodenně řešit?</strong></p><ul class=""typography-body-large-text-regular""><li><strong>Vývoj backendových funkcí</strong> – Práce na nových funkcích v PHP 8 a MySQL.</li><li><strong>Spolupráce s týmem</strong> – Komunikace s projektovými manažery a frontend vývojáři.</li><li><strong>Optimalizace a údržba</strong> – Zajištění stability a výkonu backendových systémů.</li><li><strong>Testování a kvalita kódu</strong> – Implementace testů a práce s GIT.</li><li><strong>Inovace a zlepšení</strong> – Podíl na modernizaci našich IT systémů.</li><li><strong>Podpora týmu</strong> – Sdílení nápadů a energie pro růst firmy.</li></ul><p class=""typography-body-large-text-regular mb-800""><strong> Co Ti nabízíme my?</strong></p><ul class=""typography-body-large-text-regular""><li>Přátelský kolektiv a neformální firemní kulturu.</li><li>Motivující finanční odměny, kvartální bonusy.</li><li>Flexibilní pracovní dobu a možnost homeoffice.</li><li>5 týdnů dovolené, 3 dny Sick days.</li><li>Stabilní zaměstnání v mezinárodním prostředí.</li><li>Notebook, telefon a moderní kanceláře s relax zónou, fotbálkem a výběrovou kávou.</li><li>Zaměstnanecké benefity: jazykové kurzy, Multisport karta, koučing a další.</li><li>Podpora profesního rozvoje, kariérního růstu a vzdělávání.</li><li>Sportovní aktivity: běžecké skupiny.</li><li>Knihovna s rozvojovou literaturou.</li><li>Společné teambuildingy, workshopy a narozeninové oslavy.</li><li>Inspirativní a podnikatelské prostředí.</li><li>Atraktivní zaměstnavatel s centrálou v Německu.</li><li>Smysluplné odvětví s jistou budoucností.</li></ul><p class=""typography-body-large-text-regular mb-800"">Více O nás se dočteš na https://www.memodo.cz/fotovoltaika/</p><p class=""typography-body-large-text-regular mb-800"">nebo na našem Blogu - https://www.memodo.cz/m/</p></div>"
Junior ANGULAR vývojář,"NAM system, a.s.",https://www.jobs.cz/rpd/2000568395/,False,2025-04-30 00:00:00,,cs,,,jobscz#2000568395,,,,,,,,,,Havířov,Havířov,,,,,,,,,,,,,,,,,,,Ostrava,Ostrava,,,,,,,,,,,,,,,,,,,fulltime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><p class=""typography-body-large-text-regular mb-800""><strong>Co tě u nás čeká:</strong></p><ul class=""typography-body-large-text-regular""><li>Vývoj a implementace webových aplikací pro platformu 1BOX portál</li><li>Programování obrazovek a widgetů, které používají dispečeři, hasiči a městské policie po celé České a Slovenské republice</li><li>Komunikace s backendovými mikroslužbami prostřednictvím RESTful API</li></ul><p class=""typography-body-large-text-regular mb-800""><br><strong>Technologie, se kterými budeš pracovat:</strong></p><ul class=""typography-body-large-text-regular""><li>Angular (očekáváme minimálně roční zkušenost)</li><li>Práce v GitLab</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Co tě u nás potěší:</strong></p><ul class=""typography-body-large-text-regular""><li>25 dní dovolené + 2 dny sick day</li><li>Možnost výuky angličtiny</li><li>Flexibilní pracovní doba a možnost home office (3 dny v kanceláři, 2 dny na HO)</li><li>Možnost relaxace ve firemním bazénu</li><li>Účast na firemních akcích a teambuildingových aktivitách</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Možný nástup ihned nebo dle možností jednotlivých kandidátů.</strong></p></div>"
Junior Python Developer,APS Investments s.r.o.,https://www.jobs.cz/rpd/2000505670/,False,2025-04-30 00:00:00,,en,,,jobscz#2000505670,,,,,,,,,,Praha,Praha,,,,,,,,,,,,,,,,,,,Praha,Praha,,,,,,,,,,,,,,,,,,,parttime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><p class=""typography-body-large-text-regular mb-800"">For our <strong>IT team</strong>, we are looking for a new colleague for the position of Junior Python Developer.</p><p class=""typography-body-large-text-regular mb-800""><strong>What will you do?</strong></p><ul class=""typography-body-large-text-regular""><li>Assist in designing, developing, and maintaining python and web applications</li><li>Collaborate with other team members on the implementation of user requirements</li><li>Participate in troubleshooting and resolving issues</li><li>Test the quality of the applications</li><li>Maintain data and help users</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>What do we expect from you?</strong></p><ul class=""typography-body-large-text-regular""><li>Bachelor’s degree or student of computer science, Information Technology, or a related field.</li><li>Basic understanding of Python, Django, Javascript, HTML, CSS.</li><li>Familiarity with development tools and git.</li><li>Strong analytical and problem-solving skills.</li><li>Eagerness to learn and adapt to new technologies and methodologies.</li><li>Any relevant internships or project experience is a plus.</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>What we can offer you?</strong></p><ul class=""typography-body-large-text-regular""><li>Dynamic investment group environment</li><li>International work experience</li><li>Opportunities for growth and excellence</li><li>Supportive colleagues and great working environment</li><li>Convenient office location in Prague city center – Karlin</li><li>Flexible work-from-home options</li><li>Refreshments and regular company breakfasts</li><li>Budget for exciting team activities</li><li>Engaging company events for unforgettable memories</li></ul><p class=""typography-body-large-text-regular mb-800"">If you are interested in the position, feel free to contact me with any questions you might have.</p></div>"
Software Developer in Test,Apple,https://www.jobs.cz/rpd/2000563958/,False,2025-04-30 00:00:00,,en,,,jobscz#2000563958,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,Praha,,,,,,,,,,,,,,,,,,,,fulltime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><p class=""typography-body-large-text-regular mb-800"">Join the team responsible for ensuring the highest quality for technologies at the heart of products known to surprise and delight our customers. The Core Brightness Quality Engineering team is responsible for validating the ambient light sensor and customer facing display features such as Auto-Brightness, Night Shift, True Tone Display and many more across iPhone, iPad, Watch, Mac, and Apple Vision Pro.<br>This is a highly entrepreneurial team, always looking for innovative ways to improve status quo and solve difficult problems in new and better ways. You will work in fast paced environment, interacting directly with development teams within the organization as well as cross-functional teams. The Core Brightness Quality Engineering team is looking for skilled test engineer who can design and develop test automation and lead the charge on quality for sensors and display across all OS’s. The nature of the position requires excellent communication skills, strong technical and debugging skills, and a drive to make a difference. Cross-functional collaboration and strong team spirit is key to this role.</p><p class=""typography-body-large-text-regular mb-800"">As a Software Developer in Test, you will work closely with software design and development teams to understand core technologies, and utilize the information to develop and influence quality strategies. You will design, develop, and own automated tests for validating the ambient light sensor driver and display features across all Apple products. You will help debug test failures and investigate issues spanning across hardware and software interaction layers to ensure new products and future software releases are delivered at the highest quality.</p><p class=""typography-body-large-text-regular mb-800"">- Design, develop, and own automated tests for new and existing display features.<br>- Investigate and analyze issues spanning across the hardware and software interaction layers.<br>- Work closely with software development team and project management to ensure quality releases<br>- Ability to think creatively, problem solve, and innovate.<br>- Excellent communication skills</p><p class=""typography-body-large-text-regular mb-800""><strong>Qualifications: </strong></p><ul class=""typography-body-large-text-regular""><li>Strong programming skills in Python and Bash.</li><li>Strong understanding of software test and validation methodologies.</li><li>Experience with Git and codebase management.</li><li>Strong passion for quality assurance in software, including experience in finding, investigating and fixing bugs</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Preferred Qualifications:</strong></p><ul class=""typography-body-large-text-regular""><li>Knowledge of display technologies.</li><li>Programming experience in C, Swift or Objective-C and familiar with databases.</li><li>Knowledge of automated build and test systems.</li><li>Working knowledge of UNIX-like operating systems.</li></ul></div>"
"Specialista Oddělení správy informačních systémů, Odbor ICT",Státní pozemkový úřad,https://www.jobs.cz/rpd/2000567640/,False,2025-04-30 00:00:00,,cs,,,jobscz#2000567640,,,,,,,,,,Praha,Praha,,,,,,,,,,,,,,,,,,,Praha,Praha,,,,,,,,,,,,,,,,,,,fulltime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><p class=""typography-body-large-text-regular mb-800"">Jsme tvůrce české krajiny a největší správce státního zemědělského majetku. Po celé ČR zaměstnáváme víc než 1 100 zaměstnanců. Společně tvoříme moderní a otevřený úřad, který je aktivním partnerem všech, kterým záleží na budoucnosti našeho venkova. Chcete být součástí? Pojďte s námi žít krajinou!</p><p class=""typography-body-large-text-regular mb-800""><strong>Co vás čeká:</strong></p><ul class=""typography-body-large-text-regular""><li>podpora a správa aplikací (správa smluvního vztahu, komunikace s dodavateli a uživateli při řešení incidentů a rozvojových požadavků, plánování a kontrola výdajů),</li><li>správa dokumentace (zajištění aktualizací, věcné a obsahové správnosti),</li><li>tvorba vlastní dokumentace/školicích materiálů a návodů, údržba knihovny zdrojových kódů,</li><li>tvorba reportů, prezentací, sestav, statistických výstupů a přehledů, práce s MS SQL DB (jednodušší úlohy),</li><li>analýzy a odborné činnosti vztažené k výše uvedenému.</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Jaké znalosti a dovednosti byste měli mít:</strong></p><ul class=""typography-body-large-text-regular""><li>minimálně středoškolské vzdělání zakončené maturitní zkouškou,</li><li>české občanství nebo jiného členského státu Evropské unie (který je smluvním státem Dohody o Evropském hospodářském prostoru).</li><li>obecná znalost IT technologií, systémů a přehled o aktuálních trendech,</li><li>komunikační dovednosti (jednání s odborníky i netechnickým publikem),</li><li>schopnost řídit, plánovat a sledovat týmové činnosti,</li><li>pasivní znalost angličtiny s důrazem na oborovou terminologii.</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Co vám můžeme nabídnout:</strong></p><ul class=""typography-body-large-text-regular""><li>25 dní dovolené + 5 sick days,</li><li>4 dny v měsíci home office,</li><li>pružná pracovní doba,</li><li>příjemný pracovní kolektiv,</li><li>vzdělávací akce,</li><li>stravenkový paušál,</li><li>Multisport card,</li><li>nabídka zvýhodněných tarifů pro zaměstnance + možnost rodinných tarifů Vodafone,</li><li>sportovní teambuildingy,</li><li>možnost ubytování,</li><li>zvýhodněné vstupenky pro zaměstnance na kulturní akce a další.</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Základní informace:</strong></p><ul class=""typography-body-large-text-regular""><li>místo výkonu práce - Praha Žižkov (v docházkové vzdálenosti od Hlavního nádraží).</li><li>pracovní poměr na dobu neurčitou,</li><li>platová třída: 12. tzn. 29 050 Kč - 42 140 Kč + osobní ohodnocení,</li><li>termín předpokládaného nástupu: 16.06.2025 nebo dle domluvy.</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Pro přihlášení do výběrového řízení zašlete následující:</strong></p><ul class=""typography-body-large-text-regular""><li>životopis,</li><li>motivační dopis,</li><li>žádost o přijetí do služebního poměru.</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Formulář „Žádosti o přijetí do služebního poměru“ a další informace důležité pro přihlášení do výběrového řízení naleznete na webu SPUCR.CZ v kariérní sekci.</strong></p></div>"
Tester ERP systému IS KARAT,KARAT Software a.s.,https://www.jobs.cz/rpd/2000491947/,False,2025-04-30 00:00:00,,cs,,,jobscz#2000491947,,,,,,,,,,Přerov,Přerov,,,,,,,,,,,,,,,,,,,Olomouc,Olomouc,,,,,,,,,,,,,,,,,,,fulltime,,,,,,,,,,"<div data-jobad=""body"" data-test=""jd-body-richtext"" class=""RichContent mb-1400""><p class=""typography-body-medium-text-regular text-secondary mb-600"">Pracovní nabídka</p><p class=""typography-body-large-text-regular mb-800""><strong>Hledáme parťáka do týmu testerů!</strong></p><p class=""typography-body-large-text-regular mb-800""><strong>Proč my</strong></p><ul class=""typography-body-large-text-regular""><li>Jsme česká firma, která má drive</li><li>Máme přes 850 spokojených zákazníků (a pořád rosteme!)</li><li>Nejsme korporát - jsme parta lidí, co se v práci i zasměje</li><li>Děláme věci, které mají smysl</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Co u nás budeš dělat</strong></p><p class=""typography-body-large-text-regular mb-800"">Budeš náš systémový detektiv! Tvým úkolem bude:</p><ul class=""typography-body-large-text-regular""><li>Proklepnout každý kout našeho systému a najít případné mouchy</li><li>Spolupracovat s našimi vývojáři na tom, jak udělat IS KARAT ještě lepší</li><li>Testovat a debuggovat systém IS KARAT v prostředí Visual Studia</li><li>Přicházet s nápady, jak věci dělat jinak a lépe</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Co by se ti mohlo hodit</strong></p><ul class=""typography-body-large-text-regular""><li>Znalost C#, SQL , TypeScript nebo webových technologií</li><li>Oko pro detail a logické myšlení</li><li>Chuť být součástí týmu, kde jeden druhému pomáhá</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Co ti za to nabídneme</strong></p><ul class=""typography-body-large-text-regular""><li>Svobodu v práci – flexibilní pracovní doba a možnost občasné práce z domova</li><li>Prostor pro růst – máme rádi lidi, co se chtějí posouvat dál</li><li>Skvělou partu – nejsme jen kolegové, jsme tým</li><li>Smysluplnou práci – přispěješ k dalšímu rozvoji systému díky tvé konstruktivní zpětné vazbě</li></ul><p class=""typography-body-large-text-regular mb-800""><strong>Jak to u nás chodí</strong></p><p class=""typography-body-large-text-regular mb-800"">Nejdřív si nezávazně popovídáme (klidně u dobré kávy ), poznáme se a zjistíme, jestli si sedíme. Žádné složité pohovory – jde nám o tvoje nápady a přístup, nejen o položky v životopise.</p><p class=""typography-body-large-text-regular mb-800"">Tak se ozvi! Rádi ti ukážeme, jak to u nás chodí, a popovídáme si o tom, co od práce očekáváš ty.</p></div>"
